ccode;year;state;Attribute;Value
316;2014;"""czechrep""";PIF;0
316;2014;"""czechrep""";RECSA;0
316;2014;"""czechrep""";SAARC;0
316;2014;"""czechrep""";SACU;0
316;2014;"""czechrep""";SIECA;0
316;2014;"""czechrep""";SPC;0
317;2014;"""slovakia""";ACS;0
317;2014;"""slovakia""";AMU;0
317;2014;"""slovakia""";ANZUS;0
317;2014;"""slovakia""";ASEAN;0
317;2014;"""slovakia""";ASECNA;-9
317;2014;"""slovakia""";ASEF;0
317;2014;"""slovakia""";AU;0
317;2014;"""slovakia""";BENELUX;0
317;2014;"""slovakia""";CARICOM;0
317;2014;"""slovakia""";CBSS;3
317;2014;"""slovakia""";COE;1
317;2014;"""slovakia""";CSTO;0
317;2014;"""slovakia""";EAC;0
317;2014;"""slovakia""";EAPC;1
317;2014;"""slovakia""";EIP;0
317;2014;"""slovakia""";EU;1
317;2014;"""slovakia""";GCC;0
317;2014;"""slovakia""";IADefB;0
317;2014;"""slovakia""";ICivDO;0
317;2014;"""slovakia""";LATIN;0
317;2014;"""slovakia""";LOAS;0
317;2014;"""slovakia""";MFO;0
317;2014;"""slovakia""";NATO;1
317;2014;"""slovakia""";NCM;0
317;2014;"""slovakia""";NordC;0
317;2014;"""slovakia""";OAS;0
317;2014;"""slovakia""";OECS;0
317;2014;"""slovakia""";OIC;0
317;2014;"""slovakia""";OSCE;1
317;2014;"""slovakia""";PAP;0
317;2014;"""slovakia""";PIF;0
317;2014;"""slovakia""";RECSA;0
317;2014;"""slovakia""";SAARC;0
317;2014;"""slovakia""";SACU;0
317;2014;"""slovakia""";SIECA;0
317;2014;"""slovakia""";SPC;0
325;2014;"""italy""";ACS;0
325;2014;"""italy""";AMU;0
325;2014;"""italy""";ANZUS;0
325;2014;"""italy""";ASEAN;0
325;2014;"""italy""";ASECNA;-9
325;2014;"""italy""";ASEF;0
325;2014;"""italy""";AU;0
325;2014;"""italy""";BENELUX;0
325;2014;"""italy""";CARICOM;0
325;2014;"""italy""";CBSS;3
325;2014;"""italy""";COE;1
325;2014;"""italy""";CSTO;0
325;2014;"""italy""";EAC;0
325;2014;"""italy""";EAPC;1
325;2014;"""italy""";EIP;1
325;2014;"""italy""";EU;1
325;2014;"""italy""";GCC;0
325;2014;"""italy""";IADefB;0
325;2014;"""italy""";ICivDO;0
325;2014;"""italy""";LATIN;1
325;2014;"""italy""";LOAS;0
325;2014;"""italy""";MFO;1
325;2014;"""italy""";NATO;1
325;2014;"""italy""";NCM;0
325;2014;"""italy""";NordC;0
325;2014;"""italy""";OAS;0
325;2014;"""italy""";OECS;0
325;2014;"""italy""";OIC;0
325;2014;"""italy""";OSCE;1
325;2014;"""italy""";PAP;0
325;2014;"""italy""";PIF;0
325;2014;"""italy""";RECSA;0
325;2014;"""italy""";SAARC;0
325;2014;"""italy""";SACU;0
325;2014;"""italy""";SIECA;0
325;2014;"""italy""";SPC;0
331;2014;"""sanmarino""";ACS;0
331;2014;"""sanmarino""";AMU;0
331;2014;"""sanmarino""";ANZUS;0
331;2014;"""sanmarino""";ASEAN;0
331;2014;"""sanmarino""";ASECNA;-9
331;2014;"""sanmarino""";ASEF;0
331;2014;"""sanmarino""";AU;0
331;2014;"""sanmarino""";BENELUX;0
331;2014;"""sanmarino""";CARICOM;0
331;2014;"""sanmarino""";CBSS;0
331;2014;"""sanmarino""";COE;1
331;2014;"""sanmarino""";CSTO;0
331;2014;"""sanmarino""";EAC;0
331;2014;"""sanmarino""";EAPC;0
331;2014;"""sanmarino""";EIP;0
331;2014;"""sanmarino""";EU;0
331;2014;"""sanmarino""";GCC;0
331;2014;"""sanmarino""";IADefB;0
331;2014;"""sanmarino""";ICivDO;0
331;2014;"""sanmarino""";LATIN;1
331;2014;"""sanmarino""";LOAS;0
331;2014;"""sanmarino""";MFO;0
331;2014;"""sanmarino""";NATO;0
331;2014;"""sanmarino""";NCM;0
331;2014;"""sanmarino""";NordC;0
331;2014;"""sanmarino""";OAS;0
331;2014;"""sanmarino""";OECS;0
331;2014;"""sanmarino""";OIC;0
331;2014;"""sanmarino""";OSCE;1
331;2014;"""sanmarino""";PAP;0
331;2014;"""sanmarino""";PIF;0
331;2014;"""sanmarino""";RECSA;0
331;2014;"""sanmarino""";SAARC;0
331;2014;"""sanmarino""";SACU;0
331;2014;"""sanmarino""";SIECA;0
331;2014;"""sanmarino""";SPC;0
338;2014;"""malta""";ACS;0
338;2014;"""malta""";AMU;0
338;2014;"""malta""";ANZUS;0
338;2014;"""malta""";ASEAN;0
338;2014;"""malta""";ASECNA;-9
338;2014;"""malta""";ASEF;0
338;2014;"""malta""";AU;0
338;2014;"""malta""";BENELUX;0
338;2014;"""malta""";CARICOM;0
338;2014;"""malta""";CBSS;0
338;2014;"""malta""";COE;1
338;2014;"""malta""";CSTO;0
338;2014;"""malta""";EAC;0
338;2014;"""malta""";EAPC;1
338;2014;"""malta""";EIP;0
338;2014;"""malta""";EU;1
338;2014;"""malta""";GCC;0
338;2014;"""malta""";IADefB;0
338;2014;"""malta""";ICivDO;0
338;2014;"""malta""";LATIN;0
338;2014;"""malta""";LOAS;0
338;2014;"""malta""";MFO;0
338;2014;"""malta""";NATO;0
338;2014;"""malta""";NCM;0
338;2014;"""malta""";NordC;0
338;2014;"""malta""";OAS;0
338;2014;"""malta""";OECS;0
338;2014;"""malta""";OIC;0
338;2014;"""malta""";OSCE;1
338;2014;"""malta""";PAP;0
338;2014;"""malta""";PIF;0
338;2014;"""malta""";RECSA;0
338;2014;"""malta""";SAARC;0
338;2014;"""malta""";SACU;0
338;2014;"""malta""";SIECA;0
338;2014;"""malta""";SPC;0
339;2014;"""albania""";ACS;0
339;2014;"""albania""";AMU;0
339;2014;"""albania""";ANZUS;0
339;2014;"""albania""";ASEAN;0
339;2014;"""albania""";ASECNA;-9
339;2014;"""albania""";ASEF;0
339;2014;"""albania""";AU;0
339;2014;"""albania""";BENELUX;0
339;2014;"""albania""";CARICOM;0
339;2014;"""albania""";CBSS;0
339;2014;"""albania""";COE;1
339;2014;"""albania""";CSTO;0
339;2014;"""albania""";EAC;0
339;2014;"""albania""";EAPC;0
339;2014;"""albania""";EIP;0
339;2014;"""albania""";EU;0
339;2014;"""albania""";GCC;0
339;2014;"""albania""";IADefB;0
339;2014;"""albania""";ICivDO;0
339;2014;"""albania""";LATIN;0
339;2014;"""albania""";LOAS;0
339;2014;"""albania""";MFO;0
339;2014;"""albania""";NATO;1
339;2014;"""albania""";NCM;0
339;2014;"""albania""";NordC;0
339;2014;"""albania""";OAS;0
339;2014;"""albania""";OECS;0
339;2014;"""albania""";OIC;1
339;2014;"""albania""";OSCE;1
339;2014;"""albania""";PAP;0
339;2014;"""albania""";PIF;0
339;2014;"""albania""";RECSA;0
339;2014;"""albania""";SAARC;0
339;2014;"""albania""";SACU;0
339;2014;"""albania""";SIECA;0
339;2014;"""albania""";SPC;0
341;2014;"""montenegro""";ACS;0
341;2014;"""montenegro""";AMU;0
341;2014;"""montenegro""";ANZUS;0
341;2014;"""montenegro""";ASEAN;0
341;2014;"""montenegro""";ASECNA;-9
341;2014;"""montenegro""";ASEF;0
341;2014;"""montenegro""";AU;0
341;2014;"""montenegro""";BENELUX;0
341;2014;"""montenegro""";CARICOM;0
341;2014;"""montenegro""";CBSS;0
341;2014;"""montenegro""";COE;1
341;2014;"""montenegro""";CSTO;0
341;2014;"""montenegro""";EAC;0
341;2014;"""montenegro""";EAPC;1
341;2014;"""montenegro""";EIP;0
341;2014;"""montenegro""";EU;0
341;2014;"""montenegro""";GCC;0
341;2014;"""montenegro""";IADefB;0
341;2014;"""montenegro""";ICivDO;0
341;2014;"""montenegro""";LATIN;0
341;2014;"""montenegro""";LOAS;0
341;2014;"""montenegro""";MFO;0
341;2014;"""montenegro""";NATO;0
341;2014;"""montenegro""";NCM;0
341;2014;"""montenegro""";NordC;0
341;2014;"""montenegro""";OAS;0
341;2014;"""montenegro""";OECS;0
341;2014;"""montenegro""";OIC;0
341;2014;"""montenegro""";OSCE;1
341;2014;"""montenegro""";PAP;0
341;2014;"""montenegro""";PIF;0
341;2014;"""montenegro""";RECSA;0
341;2014;"""montenegro""";SAARC;0
341;2014;"""montenegro""";SACU;0
341;2014;"""montenegro""";SIECA;0
341;2014;"""montenegro""";SPC;0
343;2014;"""fyromacedonia""";ACS;0
343;2014;"""fyromacedonia""";AMU;0
343;2014;"""fyromacedonia""";ANZUS;0
343;2014;"""fyromacedonia""";ASEAN;0
343;2014;"""fyromacedonia""";ASECNA;-9
343;2014;"""fyromacedonia""";ASEF;0
343;2014;"""fyromacedonia""";AU;0
343;2014;"""fyromacedonia""";BENELUX;0
343;2014;"""fyromacedonia""";CARICOM;0
343;2014;"""fyromacedonia""";CBSS;0
343;2014;"""fyromacedonia""";COE;1
343;2014;"""fyromacedonia""";CSTO;0
343;2014;"""fyromacedonia""";EAC;0
343;2014;"""fyromacedonia""";EAPC;1
343;2014;"""fyromacedonia""";EIP;0
343;2014;"""fyromacedonia""";EU;0
343;2014;"""fyromacedonia""";GCC;0
343;2014;"""fyromacedonia""";IADefB;0
343;2014;"""fyromacedonia""";ICivDO;0
343;2014;"""fyromacedonia""";LATIN;0
343;2014;"""fyromacedonia""";LOAS;0
343;2014;"""fyromacedonia""";MFO;0
343;2014;"""fyromacedonia""";NATO;0
343;2014;"""fyromacedonia""";NCM;0
343;2014;"""fyromacedonia""";NordC;0
343;2014;"""fyromacedonia""";OAS;0
343;2014;"""fyromacedonia""";OECS;0
343;2014;"""fyromacedonia""";OIC;0
343;2014;"""fyromacedonia""";OSCE;1
343;2014;"""fyromacedonia""";PAP;0
343;2014;"""fyromacedonia""";PIF;0
343;2014;"""fyromacedonia""";RECSA;0
343;2014;"""fyromacedonia""";SAARC;0
343;2014;"""fyromacedonia""";SACU;0
343;2014;"""fyromacedonia""";SIECA;0
343;2014;"""fyromacedonia""";SPC;0
344;2014;"""croatia""";ACS;0
344;2014;"""croatia""";AMU;0
344;2014;"""croatia""";ANZUS;0
344;2014;"""croatia""";ASEAN;0
344;2014;"""croatia""";ASECNA;-9
344;2014;"""croatia""";ASEF;0
344;2014;"""croatia""";AU;0
344;2014;"""croatia""";BENELUX;0
344;2014;"""croatia""";CARICOM;0
344;2014;"""croatia""";CBSS;0
344;2014;"""croatia""";COE;1
344;2014;"""croatia""";CSTO;0
344;2014;"""croatia""";EAC;0
344;2014;"""croatia""";EAPC;0
344;2014;"""croatia""";EIP;0
344;2014;"""croatia""";EU;1
344;2014;"""croatia""";GCC;0
344;2014;"""croatia""";IADefB;0
344;2014;"""croatia""";ICivDO;0
344;2014;"""croatia""";LATIN;0
344;2014;"""croatia""";LOAS;0
344;2014;"""croatia""";MFO;0
344;2014;"""croatia""";NATO;1
344;2014;"""croatia""";NCM;0
344;2014;"""croatia""";NordC;0
344;2014;"""croatia""";OAS;0
344;2014;"""croatia""";OECS;0
344;2014;"""croatia""";OIC;0
344;2014;"""croatia""";OSCE;1
344;2014;"""croatia""";PAP;0
344;2014;"""croatia""";PIF;0
344;2014;"""croatia""";RECSA;0
344;2014;"""croatia""";SAARC;0
344;2014;"""croatia""";SACU;0
344;2014;"""croatia""";SIECA;0
344;2014;"""croatia""";SPC;0
345;2014;"""yugoslaviaserb""";ACS;0
345;2014;"""yugoslaviaserb""";AMU;0
345;2014;"""yugoslaviaserb""";ANZUS;0
345;2014;"""yugoslaviaserb""";ASEAN;0
345;2014;"""yugoslaviaserb""";ASECNA;-9
345;2014;"""yugoslaviaserb""";ASEF;0
345;2014;"""yugoslaviaserb""";AU;0
345;2014;"""yugoslaviaserb""";BENELUX;0
345;2014;"""yugoslaviaserb""";CARICOM;0
345;2014;"""yugoslaviaserb""";CBSS;0
345;2014;"""yugoslaviaserb""";COE;1
345;2014;"""yugoslaviaserb""";CSTO;3
345;2014;"""yugoslaviaserb""";EAC;0
345;2014;"""yugoslaviaserb""";EAPC;1
345;2014;"""yugoslaviaserb""";EIP;0
345;2014;"""yugoslaviaserb""";EU;0
345;2014;"""yugoslaviaserb""";GCC;0
345;2014;"""yugoslaviaserb""";IADefB;0
345;2014;"""yugoslaviaserb""";ICivDO;0
345;2014;"""yugoslaviaserb""";LATIN;0
345;2014;"""yugoslaviaserb""";LOAS;0
345;2014;"""yugoslaviaserb""";MFO;0
345;2014;"""yugoslaviaserb""";NATO;0
345;2014;"""yugoslaviaserb""";NCM;0
345;2014;"""yugoslaviaserb""";NordC;0
345;2014;"""yugoslaviaserb""";OAS;0
345;2014;"""yugoslaviaserb""";OECS;0
345;2014;"""yugoslaviaserb""";OIC;0
345;2014;"""yugoslaviaserb""";OSCE;1
345;2014;"""yugoslaviaserb""";PAP;0
345;2014;"""yugoslaviaserb""";PIF;0
345;2014;"""yugoslaviaserb""";RECSA;0
345;2014;"""yugoslaviaserb""";SAARC;0
345;2014;"""yugoslaviaserb""";SACU;0
345;2014;"""yugoslaviaserb""";SIECA;0
345;2014;"""yugoslaviaserb""";SPC;0
346;2014;"""bosnia""";ACS;0
346;2014;"""bosnia""";AMU;0
346;2014;"""bosnia""";ANZUS;0
346;2014;"""bosnia""";ASEAN;0
346;2014;"""bosnia""";ASECNA;-9
346;2014;"""bosnia""";ASEF;0
346;2014;"""bosnia""";AU;0
346;2014;"""bosnia""";BENELUX;0
346;2014;"""bosnia""";CARICOM;0
346;2014;"""bosnia""";CBSS;0
346;2014;"""bosnia""";COE;1
346;2014;"""bosnia""";CSTO;0
346;2014;"""bosnia""";EAC;0
346;2014;"""bosnia""";EAPC;1
346;2014;"""bosnia""";EIP;0
346;2014;"""bosnia""";EU;0
346;2014;"""bosnia""";GCC;0
346;2014;"""bosnia""";IADefB;0
346;2014;"""bosnia""";ICivDO;1
346;2014;"""bosnia""";LATIN;0
346;2014;"""bosnia""";LOAS;0
346;2014;"""bosnia""";MFO;0
346;2014;"""bosnia""";NATO;0
346;2014;"""bosnia""";NCM;0
346;2014;"""bosnia""";NordC;0
346;2014;"""bosnia""";OAS;0
346;2014;"""bosnia""";OECS;0
346;2014;"""bosnia""";OIC;0
346;2014;"""bosnia""";OSCE;1
346;2014;"""bosnia""";PAP;0
346;2014;"""bosnia""";PIF;0
346;2014;"""bosnia""";RECSA;0
346;2014;"""bosnia""";SAARC;0
346;2014;"""bosnia""";SACU;0
346;2014;"""bosnia""";SIECA;0
346;2014;"""bosnia""";SPC;0
347;2014;"""kosovo""";ACS;0
347;2014;"""kosovo""";AMU;0
347;2014;"""kosovo""";ANZUS;0
347;2014;"""kosovo""";ASEAN;0
347;2014;"""kosovo""";ASECNA;-9
347;2014;"""kosovo""";ASEF;0
347;2014;"""kosovo""";AU;0
347;2014;"""kosovo""";BENELUX;0
347;2014;"""kosovo""";CARICOM;0
347;2014;"""kosovo""";CBSS;0
347;2014;"""kosovo""";COE;0
347;2014;"""kosovo""";CSTO;0
347;2014;"""kosovo""";EAC;0
347;2014;"""kosovo""";EAPC;0
347;2014;"""kosovo""";EIP;0
347;2014;"""kosovo""";EU;0
347;2014;"""kosovo""";GCC;0
347;2014;"""kosovo""";IADefB;0
347;2014;"""kosovo""";ICivDO;0
347;2014;"""kosovo""";LATIN;0
347;2014;"""kosovo""";LOAS;0
347;2014;"""kosovo""";MFO;0
347;2014;"""kosovo""";NATO;0
347;2014;"""kosovo""";NCM;0
347;2014;"""kosovo""";NordC;0
347;2014;"""kosovo""";OAS;0
347;2014;"""kosovo""";OECS;0
347;2014;"""kosovo""";OIC;0
347;2014;"""kosovo""";OSCE;0
347;2014;"""kosovo""";PAP;0
347;2014;"""kosovo""";PIF;0
347;2014;"""kosovo""";RECSA;0
347;2014;"""kosovo""";SAARC;0
347;2014;"""kosovo""";SACU;0
347;2014;"""kosovo""";SIECA;0
347;2014;"""kosovo""";SPC;0
349;2014;"""slovenia""";ACS;0
349;2014;"""slovenia""";AMU;0
349;2014;"""slovenia""";ANZUS;0
349;2014;"""slovenia""";ASEAN;0
349;2014;"""slovenia""";ASECNA;-9
349;2014;"""slovenia""";ASEF;0
349;2014;"""slovenia""";AU;0
349;2014;"""slovenia""";BENELUX;0
349;2014;"""slovenia""";CARICOM;0
349;2014;"""slovenia""";CBSS;0
349;2014;"""slovenia""";COE;1
349;2014;"""slovenia""";CSTO;0
349;2014;"""slovenia""";EAC;0
349;2014;"""slovenia""";EAPC;1
349;2014;"""slovenia""";EIP;0
349;2014;"""slovenia""";EU;1
349;2014;"""slovenia""";GCC;0
349;2014;"""slovenia""";IADefB;0
349;2014;"""slovenia""";ICivDO;0
349;2014;"""slovenia""";LATIN;0
349;2014;"""slovenia""";LOAS;0
349;2014;"""slovenia""";MFO;0
349;2014;"""slovenia""";NATO;1
349;2014;"""slovenia""";NCM;0
349;2014;"""slovenia""";NordC;0
349;2014;"""slovenia""";OAS;0
349;2014;"""slovenia""";OECS;0
349;2014;"""slovenia""";OIC;0
349;2014;"""slovenia""";OSCE;1
349;2014;"""slovenia""";PAP;0
349;2014;"""slovenia""";PIF;0
349;2014;"""slovenia""";RECSA;1
349;2014;"""slovenia""";SAARC;0
349;2014;"""slovenia""";SACU;0
349;2014;"""slovenia""";SIECA;0
349;2014;"""slovenia""";SPC;0
350;2014;"""greece""";ACS;0
350;2014;"""greece""";AMU;0
350;2014;"""greece""";ANZUS;0
350;2014;"""greece""";ASEAN;0
350;2014;"""greece""";ASECNA;-9
350;2014;"""greece""";ASEF;0
350;2014;"""greece""";AU;0
350;2014;"""greece""";BENELUX;0
350;2014;"""greece""";CARICOM;0
350;2014;"""greece""";CBSS;0
350;2014;"""greece""";COE;1
350;2014;"""greece""";CSTO;0
350;2014;"""greece""";EAC;0
350;2014;"""greece""";EAPC;1
350;2014;"""greece""";EIP;0
350;2014;"""greece""";EU;1
350;2014;"""greece""";GCC;0
350;2014;"""greece""";IADefB;0
350;2014;"""greece""";ICivDO;0
350;2014;"""greece""";LATIN;0
350;2014;"""greece""";LOAS;0
350;2014;"""greece""";MFO;0
350;2014;"""greece""";NATO;1
350;2014;"""greece""";NCM;0
350;2014;"""greece""";NordC;0
350;2014;"""greece""";OAS;0
350;2014;"""greece""";OECS;0
350;2014;"""greece""";OIC;0
350;2014;"""greece""";OSCE;1
350;2014;"""greece""";PAP;0
350;2014;"""greece""";PIF;0
350;2014;"""greece""";RECSA;0
350;2014;"""greece""";SAARC;0
350;2014;"""greece""";SACU;0
350;2014;"""greece""";SIECA;0
350;2014;"""greece""";SPC;0
352;2014;"""cyprus""";ACS;0
352;2014;"""cyprus""";AMU;0
352;2014;"""cyprus""";ANZUS;0
352;2014;"""cyprus""";ASEAN;0
352;2014;"""cyprus""";ASECNA;-9
352;2014;"""cyprus""";ASEF;0
352;2014;"""cyprus""";AU;0
352;2014;"""cyprus""";BENELUX;0
352;2014;"""cyprus""";CARICOM;0
352;2014;"""cyprus""";CBSS;0
352;2014;"""cyprus""";COE;1
352;2014;"""cyprus""";CSTO;0
352;2014;"""cyprus""";EAC;0
352;2014;"""cyprus""";EAPC;0
352;2014;"""cyprus""";EIP;0
352;2014;"""cyprus""";EU;1
352;2014;"""cyprus""";GCC;0
352;2014;"""cyprus""";IADefB;0
352;2014;"""cyprus""";ICivDO;1
352;2014;"""cyprus""";LATIN;0
352;2014;"""cyprus""";LOAS;0
352;2014;"""cyprus""";MFO;0
352;2014;"""cyprus""";NATO;0
352;2014;"""cyprus""";NCM;0
352;2014;"""cyprus""";NordC;0
352;2014;"""cyprus""";OAS;0
352;2014;"""cyprus""";OECS;0
352;2014;"""cyprus""";OIC;0
352;2014;"""cyprus""";OSCE;1
352;2014;"""cyprus""";PAP;0
352;2014;"""cyprus""";PIF;0
352;2014;"""cyprus""";RECSA;0
352;2014;"""cyprus""";SAARC;0
352;2014;"""cyprus""";SACU;0
352;2014;"""cyprus""";SIECA;0
352;2014;"""cyprus""";SPC;0
355;2014;"""bulgaria""";ACS;0
355;2014;"""bulgaria""";AMU;0
355;2014;"""bulgaria""";ANZUS;0
355;2014;"""bulgaria""";ASEAN;0
355;2014;"""bulgaria""";ASECNA;-9
355;2014;"""bulgaria""";ASEF;0
355;2014;"""bulgaria""";AU;0
355;2014;"""bulgaria""";BENELUX;0
355;2014;"""bulgaria""";CARICOM;0
355;2014;"""bulgaria""";CBSS;0
355;2014;"""bulgaria""";COE;1
355;2014;"""bulgaria""";CSTO;0
355;2014;"""bulgaria""";EAC;0
355;2014;"""bulgaria""";EAPC;1
355;2014;"""bulgaria""";EIP;0
355;2014;"""bulgaria""";EU;1
355;2014;"""bulgaria""";GCC;0
355;2014;"""bulgaria""";IADefB;0
355;2014;"""bulgaria""";ICivDO;0
355;2014;"""bulgaria""";LATIN;0
355;2014;"""bulgaria""";LOAS;0
355;2014;"""bulgaria""";MFO;0
355;2014;"""bulgaria""";NATO;1
355;2014;"""bulgaria""";NCM;0
355;2014;"""bulgaria""";NordC;0
355;2014;"""bulgaria""";OAS;0
355;2014;"""bulgaria""";OECS;0
355;2014;"""bulgaria""";OIC;0
355;2014;"""bulgaria""";OSCE;1
355;2014;"""bulgaria""";PAP;0
355;2014;"""bulgaria""";PIF;0
355;2014;"""bulgaria""";RECSA;0
355;2014;"""bulgaria""";SAARC;0
355;2014;"""bulgaria""";SACU;0
355;2014;"""bulgaria""";SIECA;0
355;2014;"""bulgaria""";SPC;0
359;2014;"""moldova""";ACS;0
359;2014;"""moldova""";AMU;0
359;2014;"""moldova""";ANZUS;0
359;2014;"""moldova""";ASEAN;0
359;2014;"""moldova""";ASECNA;-9
359;2014;"""moldova""";ASEF;0
359;2014;"""moldova""";AU;0
359;2014;"""moldova""";BENELUX;0
359;2014;"""moldova""";CARICOM;0
359;2014;"""moldova""";CBSS;0
359;2014;"""moldova""";COE;1
359;2014;"""moldova""";CSTO;0
359;2014;"""moldova""";EAC;0
359;2014;"""moldova""";EAPC;1
359;2014;"""moldova""";EIP;0
359;2014;"""moldova""";EU;0
359;2014;"""moldova""";GCC;0
359;2014;"""moldova""";IADefB;0
359;2014;"""moldova""";ICivDO;1
359;2014;"""moldova""";LATIN;1
359;2014;"""moldova""";LOAS;0
359;2014;"""moldova""";MFO;0
359;2014;"""moldova""";NATO;0
359;2014;"""moldova""";NCM;0
359;2014;"""moldova""";NordC;0
359;2014;"""moldova""";OAS;0
359;2014;"""moldova""";OECS;0
359;2014;"""moldova""";OIC;0
359;2014;"""moldova""";OSCE;1
359;2014;"""moldova""";PAP;0
359;2014;"""moldova""";PIF;0
359;2014;"""moldova""";RECSA;0
359;2014;"""moldova""";SAARC;0
359;2014;"""moldova""";SACU;0
359;2014;"""moldova""";SIECA;0
359;2014;"""moldova""";SPC;0
360;2014;"""romania""";ACS;0
360;2014;"""romania""";AMU;0
360;2014;"""romania""";ANZUS;0
360;2014;"""romania""";ASEAN;0
360;2014;"""romania""";ASECNA;-9
360;2014;"""romania""";ASEF;0
360;2014;"""romania""";AU;0
360;2014;"""romania""";BENELUX;0
360;2014;"""romania""";CARICOM;0
360;2014;"""romania""";CBSS;3
360;2014;"""romania""";COE;1
360;2014;"""romania""";CSTO;0
360;2014;"""romania""";EAC;0
360;2014;"""romania""";EAPC;1
360;2014;"""romania""";EIP;0
360;2014;"""romania""";EU;1
360;2014;"""romania""";GCC;0
360;2014;"""romania""";IADefB;0
360;2014;"""romania""";ICivDO;0
360;2014;"""romania""";LATIN;1
360;2014;"""romania""";LOAS;0
360;2014;"""romania""";MFO;0
360;2014;"""romania""";NATO;1
360;2014;"""romania""";NCM;0
360;2014;"""romania""";NordC;0
360;2014;"""romania""";OAS;0
360;2014;"""romania""";OECS;0
360;2014;"""romania""";OIC;0
360;2014;"""romania""";OSCE;1
360;2014;"""romania""";PAP;0
360;2014;"""romania""";PIF;0
360;2014;"""romania""";RECSA;0
360;2014;"""romania""";SAARC;0
360;2014;"""romania""";SACU;0
360;2014;"""romania""";SIECA;0
360;2014;"""romania""";SPC;0
365;2014;"""russia""";ACS;0
365;2014;"""russia""";AMU;0
365;2014;"""russia""";ANZUS;0
365;2014;"""russia""";ASEAN;0
365;2014;"""russia""";ASECNA;-9
365;2014;"""russia""";ASEF;1
365;2014;"""russia""";AU;0
365;2014;"""russia""";BENELUX;0
365;2014;"""russia""";CARICOM;0
365;2014;"""russia""";CBSS;1
365;2014;"""russia""";COE;1
365;2014;"""russia""";CSTO;1
365;2014;"""russia""";EAC;0
365;2014;"""russia""";EAPC;1
365;2014;"""russia""";EIP;0
365;2014;"""russia""";EU;0
365;2014;"""russia""";GCC;0
365;2014;"""russia""";IADefB;0
365;2014;"""russia""";ICivDO;1
365;2014;"""russia""";LATIN;0
365;2014;"""russia""";LOAS;0
365;2014;"""russia""";MFO;0
365;2014;"""russia""";NATO;0
365;2014;"""russia""";NCM;0
365;2014;"""russia""";NordC;0
365;2014;"""russia""";OAS;0
365;2014;"""russia""";OECS;0
365;2014;"""russia""";OIC;0
365;2014;"""russia""";OSCE;1
365;2014;"""russia""";PAP;0
365;2014;"""russia""";PIF;0
365;2014;"""russia""";RECSA;0
365;2014;"""russia""";SAARC;0
365;2014;"""russia""";SACU;0
365;2014;"""russia""";SIECA;0
365;2014;"""russia""";SPC;0
366;2014;"""estonia""";ACS;0
366;2014;"""estonia""";AMU;0
366;2014;"""estonia""";ANZUS;0
366;2014;"""estonia""";ASEAN;0
366;2014;"""estonia""";ASECNA;-9
366;2014;"""estonia""";ASEF;0
366;2014;"""estonia""";AU;0
366;2014;"""estonia""";BENELUX;0
366;2014;"""estonia""";CARICOM;0
366;2014;"""estonia""";CBSS;1
366;2014;"""estonia""";COE;1
366;2014;"""estonia""";CSTO;0
366;2014;"""estonia""";EAC;0
366;2014;"""estonia""";EAPC;1
366;2014;"""estonia""";EIP;0
366;2014;"""estonia""";EU;1
366;2014;"""estonia""";GCC;0
366;2014;"""estonia""";IADefB;0
366;2014;"""estonia""";ICivDO;0
366;2014;"""estonia""";LATIN;0
366;2014;"""estonia""";LOAS;0
366;2014;"""estonia""";MFO;0
366;2014;"""estonia""";NATO;1
366;2014;"""estonia""";NCM;0
366;2014;"""estonia""";NordC;0
366;2014;"""estonia""";OAS;0
366;2014;"""estonia""";OECS;0
366;2014;"""estonia""";OIC;0
366;2014;"""estonia""";OSCE;1
366;2014;"""estonia""";PAP;0
366;2014;"""estonia""";PIF;0
366;2014;"""estonia""";RECSA;0
366;2014;"""estonia""";SAARC;0
366;2014;"""estonia""";SACU;0
366;2014;"""estonia""";SIECA;0
366;2014;"""estonia""";SPC;0
367;2014;"""latvia""";ACS;0
367;2014;"""latvia""";AMU;0
367;2014;"""latvia""";ANZUS;0
367;2014;"""latvia""";ASEAN;0
367;2014;"""latvia""";ASECNA;-9
367;2014;"""latvia""";ASEF;0
367;2014;"""latvia""";AU;0
367;2014;"""latvia""";BENELUX;0
367;2014;"""latvia""";CARICOM;0
367;2014;"""latvia""";CBSS;1
367;2014;"""latvia""";COE;1
367;2014;"""latvia""";CSTO;0
367;2014;"""latvia""";EAC;0
367;2014;"""latvia""";EAPC;1
367;2014;"""latvia""";EIP;0
367;2014;"""latvia""";EU;1
367;2014;"""latvia""";GCC;0
367;2014;"""latvia""";IADefB;0
367;2014;"""latvia""";ICivDO;0
367;2014;"""latvia""";LATIN;0
367;2014;"""latvia""";LOAS;0
367;2014;"""latvia""";MFO;0
367;2014;"""latvia""";NATO;1
367;2014;"""latvia""";NCM;0
367;2014;"""latvia""";NordC;0
367;2014;"""latvia""";OAS;0
367;2014;"""latvia""";OECS;0
367;2014;"""latvia""";OIC;0
367;2014;"""latvia""";OSCE;1
367;2014;"""latvia""";PAP;0
367;2014;"""latvia""";PIF;0
367;2014;"""latvia""";RECSA;0
367;2014;"""latvia""";SAARC;0
367;2014;"""latvia""";SACU;0
367;2014;"""latvia""";SIECA;0
